Date,NVDA,GOOGL
2023-06-28,-0.01829116876489728,0.015513290112721354
2023-06-29,-0.007200404463846527,-0.009027169905227717
2023-06-30,0.03561314019765302,0.005025072871696341
2023-07-03,0.0026202455054229424,0.0016694498985841267
2023-07-05,-0.002265671371210876,0.015311703831054445
2023-07-06,-0.005069922487223224,-0.013561724582520534
2023-07-07,0.009455598959074548,-0.005259023068258524
2023-07-10,-0.007628497358225522,-0.0256870955883765
2023-07-11,0.005319949849359805,0.005907885127701146
2023-07-12,0.03469372839049921,0.015165365498534917
2023-07-13,0.04618146326029745,0.046091859924230504
2023-07-14,-0.011110392718982134,0.007041181432830107
2023-07-17,0.02158220696117102,-0.0061583331047095876
2023-07-18,0.021990119777213546,-0.007165493088958881
2023-07-19,-0.008818788419587336,-0.014077442559172171
2023-07-20,-0.033632637058079215,-0.023464192732523155
2023-07-21,-0.026963959762970592,0.006855617042259998
2023-07-24,0.006814961773521058,0.012502804495009727
2023-07-25,0.0236358939083322,0.005579694046581764
2023-07-26,-0.004982018647153552,0.05616248546912873
2023-07-27,0.009808363413134145,0.0010050467423809112
2023-07-28,0.01834920831284896,0.024277999787385467
2023-07-31,-0.0004493543581392104,0.0010553627712366462
2023-08-01,-0.004762133372911793,-0.008854733250483485
2023-08-02,-0.049317875031053816,-0.024392253489277045
2023-08-03,0.005541376714414483,0.0005450238330344973
2023-08-04,0.0036997063987181424,-0.0026504661809551968
2023-08-07,0.016360637429460034,0.026345557165079643
2023-08-08,-0.016718705299082058,-0.0009887630308443162
2023-08-09,-0.04839408959663956,-0.013330184504193494
2023-08-10,-0.003908257337585664,0.00023089653308453105
2023-08-11,-0.03683641782489223,-0.0010027983948589086
2023-08-14,0.06853095347409674,0.01356924323101241
2023-08-15,0.004265092809371562,-0.01187229569033689
2023-08-16,-0.01038610839301924,-0.008356857538707445
2023-08-17,-0.003270931768010816,0.009434740359896039
2023-08-18,-0.0010386974136086383,-0.019116279480721084
2023-08-21,0.08131588552137252,0.007114178976516836
2023-08-22,-0.02804764417794743,0.005515577652216273
2023-08-23,0.03121510205244908,0.025168799285002996
2023-08-24,0.000996812698389014,-0.019760159254203512
2023-08-25,-0.0245770408538474,0.0007698824468780528
2023-08-28,0.017598226080292302,0.00866273529406232
2023-08-29,0.04077150377077436,0.0268110218225321
2023-08-30,0.009791165464624944,0.009687340303626472
2023-08-31,0.0018456633190696583,0.0021321436418375896
2023-09-01,-0.017289837520667393,-0.003752168992698546
2023-09-05,0.0008038296304647154,0.0008106808864291191
2023-09-06,-0.031026319874190075,-0.009695679971105169
2023-09-07,-0.01757755376065216,0.005931867889959263
2023-09-08,-0.014573460256899703,0.008246347676993166
2023-09-11,-0.008683131593631654,0.003951774829561581
2023-09-12,-0.006840907133402594,-0.01160693466944375
2023-09-13,0.01361323607844091,0.010071969702518465
2023-09-14,0.002108364852399873,0.010116235167115318
2023-09-15,-0.037576685626353086,-0.005081793233407033
2023-09-18,0.001502262962927929,0.005877933693680851
2023-09-19,-0.01019587295504378,-0.0012307473017921051
2023-09-20,-0.029876711387492014,-0.031645886623745435
2023-09-21,-0.02935739984219955,-0.024984387798208777
2023-09-22,0.014354099212469119,-0.001457623425289107
2023-09-25,0.01460076151474245,0.006580915980183781
2023-09-26,-0.007393092230252457,-0.019563060686257083
2023-09-27,0.013202320299243692,0.015205992708031371
2023-09-28,0.014517136090504756,0.013468059289962347
2023-09-29,0.009470125362478357,-0.011019372688925761
2023-10-02,0.029068284311425045,0.024979536060650554
2023-10-03,-0.028654550195306796,-0.013053752704965806
2023-10-04,0.011969467301129572,0.020996942438059555
2023-10-05,0.014583960181534213,-0.0012576788453912047
2023-10-06,0.023748924954210115,0.018412338885178698
2023-10-09,-0.010743248538658955,0.006086820839982076
2023-10-10,0.0115296506685786,-0.002603990661702593
2023-10-11,0.021771050852158757,0.017874883426844346
2023-10-12,0.002965290283520574,-0.01130523949912043
2023-10-13,-0.032121945597912385,-0.011652913594144488
2023-10-16,0.013849849909391176,0.012587841717405792
2023-10-17,-0.04792495322308453,0.004447520803184989
2023-10-18,-0.04045442920970373,-0.01267645502274025
2023-10-19,-0.002253727389275111,-0.00152371993061489
2023-10-20,-0.017104736632048558,-0.015731191368226993
2023-10-23,0.037651684705699455,0.006615580444520117
2023-10-24,0.015882490811594277,0.016781412298512613
2023-10-25,-0.04410709377037744,-0.09992430281193548
2023-10-26,-0.035397494139387066,-0.026868466809748658
2023-10-27,0.004305446326558393,-0.0008999043207413665
2023-10-30,0.016189463953825704,0.01857087919437088
2023-10-31,-0.00929954467696021,-0.0030578858814348797
2023-11-01,0.03718622564668641,0.01892037437752482
2023-11-02,0.027520791844301496,0.008191153209278115
2023-11-03,0.03387489601278777,0.012549477128174844
2023-11-06,0.016440030598975815,0.008868206024084821
2023-11-07,0.004449024138209298,0.005512586499492854
2023-11-08,0.013379871565241072,0.006620755173545622
2023-11-09,0.008040628328065848,-0.012210167349588354
2023-11-10,0.0290727004450088,0.017882646797219806
2023-11-13,0.005878960643013289,-0.0037779201001907647
2023-11-14,0.021084456370605954,0.01151635176340324
2023-11-15,-0.015587439329760153,0.007456160320187891
2023-11-16,0.012036714263554788,0.01701378662266848
2023-11-17,-0.003685084061607811,-0.011901383737552307
2023-11-20,0.022286243325197016,0.006923060314136106
2023-11-21,-0.009267430715442988,0.005270468319244557
2023-11-22,-0.02489490743700277,0.011036176356807077
2023-11-24,-0.019483977556249456,-0.013082534739335924
2023-11-27,0.00970653911381377,-0.002050667405136435
2023-11-28,-0.008765207927905397,0.0057748399991766316
2023-11-29,0.006648541844276401,-0.016239175162228926
2023-11-30,-0.028871338299137718,-0.01839148595955567
2023-12-01,-0.00010680729828428476,-0.005068375076173499
2023-12-04,-0.02720313320681475,-0.019837469497890094
2023-12-05,0.023026591675011174,0.013217840006999286
2023-12-06,-0.023092600132683633,-0.007433031497991397
2023-12-07,0.02373652749311947,0.05178173807950048
2023-12-08,0.01934141810654601,-0.01426921605488892
2023-12-11,-0.01867610393382262,-0.012673499495529615
2023-12-12,0.021849648092613985,-0.005793606561932734
2023-12-13,0.009003173474914783,0.00037734659592813564
2023-12-14,0.005433408195027741,-0.004763558016376621
2023-12-15,0.011106608907844649,0.004989967301935835
2023-12-18,0.023989036169890142,0.02384579729717924
2023-12-19,-0.009490490989417918,0.006239812018287432
2023-12-20,-0.030560435653467992,0.012291580317109436
2023-12-21,0.01810537451030537,0.014923313392256493
2023-12-22,-0.0032714253433458727,0.007591310111485429
2023-12-26,0.009153163426515896,0.00021213720809509
2023-12-27,0.00279649217750847,-0.008159256483528925
2023-12-28,0.002122576143524536,-0.0009981472509314937
2023-12-29,0.0,-0.003858317308426799
2024-01-02,-0.027722256552449094,-0.010940741095799402
2024-01-03,-0.012513560734434232,0.005413418130598711
2024-01-04,0.008978115811174258,-0.01837982603293016
2024-01-05,0.022638504782518918,-0.00485074389589455
2024-01-08,0.06229941014918181,0.022654510730766752
2024-01-09,0.016832695433235356,0.015083183453422912
2024-01-10,0.022514711765779283,0.00939164398446646
2024-01-11,0.008646789666600924,-0.0014066681105392115
2024-01-12,-0.0020451328270411017,0.004003885527025851
2024-01-16,0.030103653196960314,-0.0011224072237991697
2024-01-17,-0.005852330960123381,-0.007183903812807037
2024-01-18,0.018628993591149678,0.014107693541905875
2024-01-19,0.0408983769950059,0.020010543791175624
2024-01-22,0.0027361855152065275,-0.0026679174536634
2024-01-23,0.003664468857179355,0.007166428756439076
2024-01-24,0.024565045074031934,0.011226342597977734
2024-01-25,0.004146986436755689,0.021093817436998414
2024-01-26,-0.009555761417243335,0.0021048289564489365
2024-01-29,0.02322437506404098,0.008636054420201576
2024-01-30,0.004934589260766397,-0.013443948052397115
2024-01-31,-0.020064776297468584,-0.07796515923922165
2024-02-01,0.024086961669384007,0.007537480856694732
2024-02-02,0.048512796009295145,0.008605520739816025
2024-02-05,0.04683065940333417,0.00908906663902133
2024-02-06,-0.01612481561682214,0.002918770818608685
2024-02-07,0.02712680050884297,0.009943526547778681
2024-02-08,-0.006555222800269783,0.002539115403932418
2024-02-09,0.035158392477747866,0.020956274843858563
2024-02-12,0.0015929509533610944,-0.009914950896802348
2024-02-13,-0.0016622488564913915,-0.01633260911954811
2024-02-14,0.024270560307683913,0.00549699684752341
2024-02-15,-0.01694957864477615,-0.02196082955711345
2024-02-16,-0.0006194503063444125,-0.015884901099983313
2024-02-20,-0.044508052205356995,0.004260546783790908
2024-02-21,-0.02892315845867648,0.010082247105813536
2024-02-22,0.15186985858142857,0.010745141723210635
2024-02-23,0.0035462027334801846,-0.0009024289824067077
2024-02-26,0.0034829401805524323,-0.04540256792501408
2024-02-27,-0.004956042791746508,0.009477307199015947
2024-02-28,-0.013276778888443265,-0.018165147476964585
2024-02-29,0.01848558358359207,0.015136393445742975
2024-03-01,0.03925129696452026,-0.009579377157560668
2024-03-04,0.03531960955325538,-0.028024785016297776
2024-03-05,0.008540090175054122,-0.0051126645633975615
2024-03-06,0.03133132904513607,-0.009618598881709213
2024-03-07,0.043774023748679634,0.02242564410520695
2024-03-08,-0.057075169102059446,0.00763562893683611
2024-03-11,-0.020242709546872153,0.016552126289831923
2024-03-12,0.06912645548004565,0.006010832256509384
2024-03-13,-0.011214689766617483,0.00927081873484164
2024-03-14,-0.03292752934946548,0.02340265692175664
2024-03-15,-0.0012175565802233694,-0.013508212327837279
2024-03-18,0.00701116197108306,0.045012216464612564
2024-03-19,0.010604415991560796,-0.0044111239944683335
2024-03-20,0.010836208747720458,0.01156321125089788
2024-03-21,0.011693613833187913,-0.007694071101520311
2024-03-22,0.030736342096140016,0.021249672885577314
2024-03-25,0.007533418872830547,-0.0046536459306989455
2024-03-26,-0.026030136608710747,0.003990163803983539
2024-03-27,-0.025284196928703585,0.0013264223012787748
2024-03-28,0.00117385726173821,0.0003977572420360199
2024-04-01,7.747518197212624e-05,0.02976531268398602
2024-04-02,-0.010132695511846783,-0.005999071159405791
2024-04-03,-0.00547031971953519,0.0023264249318552285
2024-04-04,-0.03498996741320911,-0.028746522509153796
2024-04-05,0.02418575293634523,0.013002280629957829
2024-04-08,-0.009992043484979785,0.015292214022687448
2024-04-09,-0.020628528055151883,0.011238077074280983
2024-04-10,0.01954926542947995,-0.0029417825907978325
2024-04-11,0.040274363588391184,0.020726345901797026
2024-04-12,-0.027182600998482635,-0.010594908937755302
2024-04-15,-0.025089335294778255,-0.018363015719786106
2024-04-16,0.016308001626838646,-0.002974885722822424
2024-04-17,-0.03943342232023164,0.006906130940056559
2024-04-18,0.007539618161553872,0.0034673807557581916
2024-04-19,-0.10541162547707279,-0.012383242451946427
2024-04-22,0.04262189246226467,0.014112385451764742
2024-04-23,0.03588117397096364,0.01258980712484081
2024-04-24,-0.03388328199964023,0.0054824040859098805
2024-04-25,0.036415890625669085,-0.0198655928824196
2024-04-26,0.05992398024707898,0.09734766756272183
2024-04-29,0.0002505840769067147,-0.0343126619267411
2024-04-30,-0.015560917927531264,-0.02049148031210463
2024-05-01,-0.03967636892865901,0.006613017865906493
2024-05-02,0.032882814434444955,0.0167033128887505
2024-05-03,0.03404564131111777,0.0037141182855506922
2024-05-06,0.0370463470180364,0.005129171687202705
2024-05-07,-0.017362795155839227,0.0185654400967284
2024-05-08,-0.001569265330558263,-0.010979749456767579
2024-05-09,-0.01858747184555034,0.0034181507019877214
2024-05-10,0.012663541111803364,-0.007737319651558834
2024-05-13,0.005780049003942463,0.0029010859558134053
2024-05-14,0.010530822489061613,0.007069667538832525
2024-05-15,0.035210553207108565,0.01265875211063834
2024-05-16,-0.0028678814765167406,0.009634115243307055
2024-05-17,-0.020125173419854973,0.01073561889796732
2024-05-20,0.024576934089285525,0.004872755865471158
2024-05-21,0.006373366888694235,0.005242950718246492
2024-05-22,-0.004581486905525307,-0.00829981119959509
2024-05-23,0.08910609332815539,-0.016174949176251372
2024-05-24,0.025397474859507812,0.008263141368468868
2024-05-28,0.06747576382551525,0.008025262762621749
2024-05-29,0.008079492800214683,-0.0028384923253017545
2024-05-30,-0.0383937736743972,-0.02178190198197375
2024-05-31,-0.007876950652393399,0.002263394018849952
2024-06-03,0.047793757129227975,0.0038765177493064597
2024-06-04,0.012418219131424898,0.003573886111683688
2024-06-05,0.05027069576126269,0.009278490068988144
2024-06-06,-0.01184714069823493,0.007497037629251348
2024-06-07,-0.0009094554157067214,-0.012927640722380345
2024-06-10,0.00743377120984094,0.00429459880874402
2024-06-11,-0.007169670937182708,0.009157451575105263
2024-06-12,0.03486601435840007,0.006602684106330845
2024-06-13,0.034617459354317794,-0.014903249151533512
2024-06-14,0.01736260119134668,0.009262631710844961
2024-06-17,-0.006847970648029608,0.0025421985324840727
2024-06-18,0.03451739882064193,-0.012204683653301839
2024-06-20,-0.03604532582038765,0.006886980351560146
2024-06-21,-0.03272117718698754,0.018712175069608955
2024-06-24,-0.06917915748066421,-0.002285064363579356
2024-06-25,0.06537964290801954,0.026484589644583546
2024-06-26,0.002455516174175349,-0.0008153181282996163
2024-06-27,-0.01925058090953915,0.008286230385143948
2024-06-28,-0.0036358438127209523,-0.017739182411229387
2024-07-01,0.006133019884037028,0.004601066149749374
2024-07-02,-0.013200373559335139,0.012220632177587721
2024-07-03,0.04471761885589623,0.003126344659837758
2024-07-05,-0.019283526306582772,0.025398437555965804
2024-07-08,0.01865954725050746,-0.00827124028497211
2024-07-09,0.02450269095385333,-0.0002645654824352573
2024-07-10,0.026513952050209073,0.011574204591972581
2024-07-11,-0.057276142279934446,-0.029783160394931386
2024-07-12,0.014339359072729993,-0.0026980149415058285
2024-07-15,-0.006209327458299636,0.007857916408374696
2024-07-16,-0.016326944705765702,-0.014091190814210244
2024-07-17,-0.06853514233997035,-0.015893428358621113
2024-07-18,0.02593422338768684,-0.01856706255288237
2024-07-19,-0.026442781063677184,-0.00016875793851425246
2024-07-22,0.046473826258645386,0.02232019914100013
2024-07-23,-0.007719628829657831,0.0006603080250140428
2024-07-24,-0.07045637814545601,-0.05170156460359943
2024-07-25,-0.017393417263555193,-0.031481447157919853
2024-07-26,0.00692290526775086,-0.0016752728006712047
2024-07-29,-0.0130871582914251,0.015036053737851843
2024-07-30,-0.07304009856810884,0.004472850647381583
2024-07-31,0.12055340241204388,0.007313594374474799
2024-08-01,-0.06907203806348271,-0.004557419373293566
2024-08-02,-0.017923665890742135,-0.024303106351147734
2024-08-05,-0.06568892371723806,-0.04548042118501228
2024-08-06,0.03713184250330245,-0.006046678768117004
2024-08-07,-0.052581531802482595,0.004098032060401243
2024-08-08,0.059464225779561626,0.019254566327017053
2024-08-09,-0.0020980807047393355,0.010070924877463867
2024-08-12,0.03995483032153627,-0.00846737824159071
2024-08-13,0.06326494264091537,0.011456647866252704
2024-08-14,0.01656611455305369,-0.023358021489295187
2024-08-15,0.03968311999718832,0.005782423941791348
2024-08-16,0.013902530247579314,0.010238944053230772
2024-08-19,0.04258641534308336,0.022510929289257093
2024-08-20,-0.021380741668599833,0.003055210053863949
2024-08-21,0.009775105427488938,-0.0079871314746631
2024-08-22,-0.037746249898085296,-0.012437798050140758
2024-08-23,0.04449380296440854,0.011049942438768974
2024-08-26,-0.022750412323697136,0.0032551115168501575
2024-08-27,0.014445420854416096,-0.008946784931342214
2024-08-28,-0.021189491397206352,-0.011174832313851997
2024-08-29,-0.06597801854514829,-0.006592148042808419
2024-08-30,0.01502409296717822,0.009841363367082249
2024-09-03,-0.10009679485089698,-0.03754251140251659
2024-09-04,-0.016712902976403345,-0.0057998576868127216
2024-09-05,0.00937130983569498,0.005036900588547281
2024-09-06,-0.04171248377384153,-0.04102327402598705
2024-09-09,0.03478618849639929,-0.013425926804661566
2024-09-10,0.01519341199096518,-0.0003361738071915573
2024-09-11,0.07834773804902426,0.016676947564255265
2024-09-12,0.018980388129862528,0.023084281652383888
2024-09-13,-0.00033587920159958205,0.017748371442787382
2024-09-16,-0.019671678723281752,0.0038032983812606043
2024-09-17,-0.01024228772157619,0.007940025607972061
2024-09-18,-0.01939271662018381,0.0030708310186467443
2024-09-19,0.03892559589344372,0.014474592507672902
2024-09-20,-0.015992114455583597,0.008903117581011817
2024-09-23,0.0022389004489471597,-0.010693292631214523
2024-09-24,0.03888650839311806,0.0027148618959564135
2024-09-25,0.021606521130754286,-0.004941573244342637
2024-09-26,0.004281921490975103,0.007648990251020596
2024-09-27,-0.02151320127664522,0.007469172401246585
2024-09-30,0.00032945386759180277,0.011522392869324384
2024-10-01,-0.03724632883419643,0.006850186848284694
2024-10-02,0.015688200209863005,-0.006790005101242286
2024-10-03,0.03310190175919791,0.0
2024-10-04,0.016709387424790154,0.007209061836236944
2024-10-07,0.02216683422478524,-0.0247256260128586
2024-10-08,0.03968129233846169,0.008553310790492954
2024-10-09,-0.0018077414566573442,-0.015449103483054508
2024-10-10,0.016152425550482425,0.0013582211763526403
2024-10-11,-7.402958749452793e-05,0.0071317370191428
2024-10-14,0.02396867098555324,0.010481430031170441
2024-10-15,-0.047993846437371125,0.0030264144481730176
2024-10-16,0.030826910106662823,-0.0018147493453877942
2024-10-17,0.008875923121777816,-0.01359408987017123
2024-10-18,0.007783714215272864,0.003002893488639604
2024-10-21,0.04054382964619079,0.0039696348126471905
2024-10-22,-0.0008354647318082838,0.006500498298486693
2024-10-23,-0.028467396044923158,-0.014394079569419155
2024-10-24,0.0060721312579055785,-0.0003686399797786646
2024-10-25,0.008015632664506103,0.015549368951941436
2024-10-28,-0.00723248822464238,0.008735424346317919
2024-10-29,0.005181472839207372,0.017598399786626834
2024-10-30,-0.013614328493164187,0.02778139394462093
2024-10-31,-0.04837398718567025,-0.019388970460361185
2024-11-01,0.01969024643907532,0.0010514243587502292
2024-11-04,0.004789223967948875,-0.01204022662482006
2024-11-05,0.027976968641449804,0.002950081418220409
2024-11-06,0.039932407906896214,0.03910958422502144
2024-11-07,0.022208859218496555,0.023737471237750413
2024-11-08,-0.008431550898792032,-0.013366947662009802
2024-11-11,-0.016184112588348745,0.011151522613746006
2024-11-12,0.020644549884546858,0.007017060592145462
2024-11-13,-0.013715360959691208,-0.01520130897172998
2024-11-14,0.003344209998809565,-0.01862051764126575
2024-11-15,-0.033112362418931604,-0.017755393180427497
2024-11-18,-0.012972950652628497,0.016159391021395714
2024-11-19,0.04778738376240157,0.015958796406791587
2024-11-20,-0.00764771921376297,-0.012087250631743072
2024-11-21,0.005332426587110027,-0.04861100426399976
2024-11-22,-0.032710566487713,-0.017269409969133197
2024-11-25,-0.04267282518041048,0.017388491862533124
2024-11-26,0.006595061052468414,0.008730174623414223
2024-11-27,-0.011606869458427782,0.0006501877926491718
2024-11-29,0.021273595997701372,-0.0016560292430409093
2024-12-02,0.002744781877528203,0.014922330325556293
2024-12-03,0.011689436851522893,-0.000875147651346955
2024-12-04,0.03420108313795069,0.017529492070345723
2024-12-05,-0.00048258167593847245,-0.009970884789991618
2024-12-06,-0.018226563702471377,0.011919031533021611
2024-12-09,-0.025814886210277353,0.004915884284555889
2024-12-10,-0.027312805027706426,0.05437632966192577
2024-12-11,0.03090847454214619,0.053774445177567666
2024-12-12,-0.014242019539056438,-0.01776168908650935
2024-12-13,-0.022755954690645796,-0.011210817861434071
2024-12-16,-0.01690191557727353,0.03540001582470348
2024-12-17,-0.012271893453089164,-0.006325231349229663
2024-12-18,-0.011415398538858645,-0.036583549496783725
2024-12-19,0.013636897668975469,0.0005835714787938152
2024-12-20,0.030298635082894952,0.015266679418852689
2024-12-23,0.036232395722880506,0.016682720918207855
